Node,Degree,Degree Centrality,Betweenness Centrality,Closeness Centrality,Clustering Coefficient
Motor Behaviour Patterns,2,0.0006775067750677507,0.0,0.001524390243902439,1.0
Mobile Multimedia Technologies,5,0.0016937669376693768,2.1810621359348124e-06,0.0019599303135888506,0.4
11585/621067,1,0.00033875338753387534,0.0,0.001247228381374723,0.0
Content-Based Image Retrieval,4,0.0013550135501355014,3.6733678078902105e-06,0.001659891598915989,0.16666666666666666
Indexing,2,0.0006775067750677507,0.0,0.0011856368563685636,1.0
Salient Point Descriptors,3,0.001016260162601626,1.377512927958829e-06,0.0012768396914738377,0.3333333333333333
11585/614499,1,0.00033875338753387534,0.0,0.0008736271573242047,0.0
Automatic Video Analysis,5,0.0016937669376693768,0.0,0.0017421602787456446,1.0
Cataplexy,5,0.0016937669376693768,0.0,0.0017421602787456446,1.0
Laughter,5,0.0016937669376693768,0.0,0.0017421602787456446,1.0
Narcolepsy,5,0.0016937669376693768,0.0,0.0017421602787456446,1.0
Video Recording,5,0.0016937669376693768,0.0,0.0017421602787456446,1.0
Medicine (All),6,0.002032520325203252,1.1479274399656908e-06,0.0020325203252032522,0.6666666666666666
11585/653402,1,0.00033875338753387534,0.0,0.0011086474501108647,0.0
Privacy,15,0.00508130081300813,0.0011309447230424075,0.18856750712358086,0.5619047619047619
Ethics In Data Governance,2,0.0006775067750677507,0.0005422809226397923,0.15265278540526508,0.0
11585/636544,1,0.00033875338753387534,0.0,0.12821261194039446,0.0
Multimedia Data Management,2,0.0006775067750677507,0.0,0.0007621951219512195,1.0
Similarity,2,0.0006775067750677507,0.0,0.0007621951219512195,1.0
Preferences,3,0.001016260162601626,4.591709759862763e-07,0.0010162601626016261,0.3333333333333333
11585/614469,1,0.00033875338753387534,0.0,0.0006097560975609756,0.0
Agent-Based Simulation,16,0.005420054200542005,0.0,0.125925082481635,1.0
Citizen Participation,16,0.005420054200542005,0.0,0.125925082481635,1.0
Crowdsensing,16,0.005420054200542005,0.0,0.125925082481635,1.0
Decision Support Systems,16,0.005420054200542005,0.0,0.125925082481635,1.0
E-Mobility,16,0.005420054200542005,0.0,0.125925082481635,1.0
Environmental Actions,16,0.005420054200542005,0.0,0.125925082481635,1.0
Historic Buildings,16,0.005420054200542005,0.0,0.125925082481635,1.0
Information And Communications,16,0.005420054200542005,0.0,0.125925082481635,1.0
Integrated Design Approach,16,0.005420054200542005,0.0,0.125925082481635,1.0
Intelligent Transportation System,16,0.005420054200542005,0.0,0.125925082481635,1.0
Mobile Communications,16,0.005420054200542005,0.0,0.125925082481635,1.0
Real-Time Data Analysis,16,0.005420054200542005,0.0,0.125925082481635,1.0
Smart City,19,0.006436314363143632,0.015016498013167187,0.14911475474628613,0.7076023391812866
Smart Grid,16,0.005420054200542005,0.0,0.125925082481635,1.0
Smart Lighting,16,0.005420054200542005,0.0,0.125925082481635,1.0
Smart Navigation,16,0.005420054200542005,0.0,0.125925082481635,1.0
Electrical And Electronic Engineering,27,0.009146341463414634,0.00594419786963034,0.1260173660197628,0.4444444444444444
11585/635413,1,0.00033875338753387534,0.0,0.10888329863899605,0.0
Big Data And Analytics,3,0.001016260162601626,0.0,0.16813517012947907,1.0
Unconventional Data,3,0.001016260162601626,0.0,0.16813517012947907,1.0
Data Integration,4,0.0013550135501355014,0.0005422809226397923,0.16815011680652855,0.5
11585/711434,1,0.00033875338753387534,0.0,0.13896999955599437,0.0
E-Learning,8,0.0027100271002710027,0.0014398071237008594,0.16605396049132118,0.7142857142857143
Web Services Architecture,8,0.0027100271002710027,0.0014398071237008594,0.16605396049132118,0.7142857142857143
Modeling And Design,6,0.002032520325203252,0.0,0.13762519382688007,1.0
Collaborative Learning,10,0.0033875338753387536,2.295854879931382e-06,0.13767527942038282,0.6
Distance Education,6,0.002032520325203252,0.0,0.13762519382688007,1.0
Advanced Data Visualization,10,0.0033875338753387536,2.295854879931382e-06,0.13767527942038282,0.6
Information And Data Management,7,0.0023712737127371273,0.0005422809226397923,0.13763520803002544,0.7142857142857143
11585/711568,1,0.00033875338753387534,0.0,0.11744928059339582,0.0
E-Learning Platforms,5,0.0016937669376693768,0.0,0.13761518108087592,1.0
Portals,5,0.0016937669376693768,0.0,0.13761518108087592,1.0
Data Repository,5,0.0016937669376693768,0.0,0.13761518108087592,1.0
Data Management,9,0.003048780487804878,0.0025218435286127527,0.16605396049132118,0.4722222222222222
11585/711556,1,0.00033875338753387534,0.0,0.137535131531785,0.0
Image Classification,2,0.0006775067750677507,1.377512927958829e-06,0.0011856368563685636,0.0
11585/711461,1,0.00033875338753387534,0.0,0.0008299457994579945,0.0
Multiple Instance Classification,2,0.0006775067750677507,1.377512927958829e-06,0.0011856368563685636,0.0
11585/711477,1,0.00033875338753387534,0.0,0.0008299457994579945,0.0
Social Networks,6,0.002032520325203252,0.0035872926146654207,0.21150851660031753,0.4666666666666667
11585/711451,1,0.00033875338753387534,0.0,0.16733197664159938,0.0
Dementia,18,0.006097560975609756,3.443782319897071e-05,0.1536822118911797,0.6405228758169934
Lesion Probability Map,14,0.0047425474254742545,0.0,0.15345778549055977,1.0
Lesions,14,0.0047425474254742545,0.0,0.15345778549055977,1.0
Mild Cognitive Impairment,25,0.008468834688346883,0.015035599525768212,0.18956911845626775,0.37333333333333335
Small Vessel Disease,14,0.0047425474254742545,0.0,0.15345778549055977,1.0
White Matter,15,0.00508130081300813,0.0005422809226397923,0.1534702364265022,0.8666666666666667
Aged,14,0.0047425474254742545,0.0,0.15345778549055977,1.0
80 And Over,14,0.0047425474254742545,0.0,0.15345778549055977,1.0
Cerebral Small Vessel Diseases,14,0.0047425474254742545,0.0,0.15345778549055977,1.0
Cognitive Dysfunction,14,0.0047425474254742545,0.0,0.15345778549055977,1.0
Female,14,0.0047425474254742545,0.0,0.15345778549055977,1.0
Humans,14,0.0047425474254742545,0.0,0.15345778549055977,1.0
Magnetic Resonance Imaging,14,0.0047425474254742545,0.0,0.15345778549055977,1.0
Male,14,0.0047425474254742545,0.0,0.15345778549055977,1.0
Neuroimaging,14,0.0047425474254742545,0.0,0.15345778549055977,1.0
11585/734429,1,0.00033875338753387534,0.0,0.12878876992964117,0.0
Real-Time Analysis,5,0.0016937669376693768,6.122279679817017e-07,0.1674356611451394,0.8
11585/775759,1,0.00033875338753387534,0.0,0.16733197664159938,0.0
Computational Genomics,3,0.001016260162601626,0.0,0.1646518683806267,1.0
Genome-Wide Pattern-Search,3,0.001016260162601626,0.0,0.1646518683806267,1.0
Visual Analytics,7,0.0023712737127371273,0.0014306500941829719,0.20704035288492115,0.42857142857142855
11585/775670,1,0.00033875338753387534,0.0,0.14279938577356482,0.0
Clustering Algorithms,25,0.008468834688346883,0.0022355186069728424,0.21348991692512861,0.5933333333333334
Data Mining,26,0.008807588075880758,0.0024412257750286593,0.2225056656812892,0.563076923076923
Databases,14,0.0047425474254742545,0.0,0.21250653454180873,1.0
Image Processing,22,0.007452574525745257,6.914994226958923e-05,0.21339357670990972,0.7575757575757576
Information Retrieval,28,0.009485094850948509,0.009697926906812487,0.24169699258326596,0.31746031746031744
Internet,14,0.0047425474254742545,0.0,0.21250653454180873,1.0
Mathematics Of Computing,14,0.0047425474254742545,0.0,0.21250653454180873,1.0
Pattern Recognition,22,0.007452574525745257,6.914994226958923e-05,0.21339357670990972,0.7575757575757576
Search Engines,22,0.007452574525745257,6.914994226958923e-05,0.21339357670990972,0.7575757575757576
Topology,14,0.0047425474254742545,0.0,0.21250653454180873,1.0
World Wide Web,24,0.008130081300813007,0.001153482202061184,0.21344173594635968,0.6340579710144928
11585/775734,1,0.00033875338753387534,0.0,0.16852464931901637,0.0
Motor Behavior Patterns,5,0.0016937669376693768,1.377512927958829e-06,0.0021106941838649157,0.6
Artiﬁcial Intelligence For E-Health,4,0.0013550135501355014,1.8366839039451053e-06,0.0018292682926829267,0.5
11585/818671,1,0.00033875338753387534,0.0,0.0011930010604453872,0.0
Video-Based Classification Of Cataplexy,3,0.001016260162601626,0.0,0.0016140602582496414,1.0
Data Analysis For Health,4,0.0013550135501355014,1.8366839039451053e-06,0.001714939024390244,0.5
11585/838593,1,0.00033875338753387534,0.0,0.0011432926829268294,0.0
Computer Networks,15,0.00508130081300813,0.0,0.208294313837313,1.0
Computer Systems,15,0.00508130081300813,0.0,0.208294313837313,1.0
Databases Education Engineering,15,0.00508130081300813,0.0,0.208294313837313,1.0
Image Analysis,15,0.00508130081300813,0.0,0.208294313837313,1.0
Internet Learning,15,0.00508130081300813,0.0,0.208294313837313,1.0
Query Languages,15,0.00508130081300813,0.0,0.208294313837313,1.0
11585/838601,1,0.00033875338753387534,0.0,0.16852464931901637,0.0
Multimedia Data Streams,5,0.0016937669376693768,0.0005422809226397923,0.16742084120699588,0.6
11585/840899,1,0.00033875338753387534,0.0,0.13847149809345824,0.0
11585/894752,1,0.00033875338753387534,0.0,0.16579197685657282,0.0
Named Entity Recognition,3,0.001016260162601626,0.0,0.0012098335269066977,1.0
Data Augmentation,3,0.001016260162601626,0.0,0.0012098335269066977,1.0
Similarity Learning,3,0.001016260162601626,0.0,0.0012098335269066977,1.0
Few Shot Learning,5,0.0016937669376693768,1.607098415951967e-06,0.0016937669376693768,0.3
11585/894852,1,0.00033875338753387534,0.0,0.0009409816320385427,0.0
Informatics,2,0.0006775067750677507,0.0,0.0007621951219512195,1.0
Conference Proceedings,2,0.0006775067750677507,0.0,0.0007621951219512195,1.0
Research Applications,3,0.001016260162601626,4.591709759862763e-07,0.0010162601626016261,0.3333333333333333
11585/896423,1,0.00033875338753387534,0.0,0.0006097560975609756,0.0
Software Framework,5,0.0016937669376693768,0.0005422809226397923,0.16742084120699588,0.6
11585/954952,1,0.00033875338753387534,0.0,0.13847149809345824,0.0
11585/955111,1,0.00033875338753387534,0.0,0.0009409816320385427,0.0
Multimedia Data,4,0.0013550135501355014,0.0005422809226397923,0.16739120919970263,0.5
11585/955103,1,0.00033875338753387534,0.0,0.1384512270499663,0.0
Abstractive Document Summarization,5,0.0016937669376693768,0.0,0.16614147245995955,1.0
Biomedical Text Mining,5,0.0016937669376693768,0.0,0.16614147245995955,1.0
Knowledge-Driven Natural Language Processing,5,0.0016937669376693768,0.0,0.16614147245995955,1.0
Natural Language Understanding,9,0.003048780487804878,0.002111260286833401,0.16768800212381557,0.3611111111111111
11585/933453,1,0.00033875338753387534,0.0,0.1386542049521067,0.0
Patrimonio Intangibile,2,0.0006775067750677507,0.0,0.0007621951219512195,1.0
Storia Aziendale,2,0.0006775067750677507,0.0,0.0007621951219512195,1.0
Patrimonio Industriale,3,0.001016260162601626,4.591709759862763e-07,0.0010162601626016261,0.3333333333333333
11585/935061,1,0.00033875338753387534,0.0,0.0006097560975609756,0.0
Museo Del Patrimonio Industriale,3,0.001016260162601626,0.0,0.002049457994579946,1.0
Governance,9,0.003048780487804878,6.428393663807868e-06,0.0031530122993537624,0.5
Income Gap,3,0.001016260162601626,0.0,0.002049457994579946,1.0
Sostenibilità Finanziaria,4,0.0013550135501355014,2.2958548799313816e-06,0.0021573242048209956,0.5
11585/935193,1,0.00033875338753387534,0.0,0.001413419306606859,0.0
Social Media,3,0.001016260162601626,0.0,0.2038935716240853,1.0
Hate Speech Detection,4,0.0013550135501355014,4.4394640964527184e-05,0.2039155523885985,0.6666666666666666
11585/801475,1,0.00033875338753387534,0.0,0.19576906064548122,0.0
Network Analysis,17,0.005758807588075881,0.009824596856603795,0.21477468649445208,0.22058823529411764
Cyberbullying Detection,5,0.0016937669376693768,5.2180078658898165e-06,0.20681398031452433,0.8
11585/801516,1,0.00033875338753387534,0.0,0.19576906064548122,0.0
Explicit Lyrics Detection,3,0.001016260162601626,0.0005422809226397923,0.2039155523885985,0.3333333333333333
11585/801505,1,0.00033875338753387534,0.0,0.16252970131952565,0.0
11585/801636,1,0.00033875338753387534,0.0,0.19576906064548122,0.0
Ancient Writing Systems,2,0.0006775067750677507,0.0,0.17239524826436745,1.0
Unsupervised Learning,6,0.002032520325203252,0.0011021911027553092,0.1765631162098982,0.26666666666666666
11585/889769,1,0.00033875338753387534,0.0,0.14466697238674106,0.0
Abusive Language Detection,2,0.0006775067750677507,0.0,0.20387159559782708,1.0
11585/801567,1,0.00033875338753387534,0.0,0.19576906064548122,0.0
Cross-Lingual Models,2,0.0006775067750677507,0.0,0.1867984064740904,1.0
11585/836682,1,0.00033875338753387534,0.0,0.18677996089233134,0.0
Offensive Language Detection,2,0.0006775067750677507,0.0,0.20387159559782708,1.0
11585/801645,1,0.00033875338753387534,0.0,0.19576906064548122,0.0
11585/801542,1,0.00033875338753387534,0.0,0.19576906064548122,0.0
Emotion Classification,3,0.001016260162601626,0.0,0.2038935716240853,1.0
11585/801587,1,0.00033875338753387534,0.0,0.19576906064548122,0.0
Paleography,8,0.0027100271002710027,0.00227196999113886,0.17719163128399432,0.4642857142857143
11585/912955,1,0.00033875338753387534,0.0,0.1560403121561326,0.0
Knowledge,8,0.0027100271002710027,0.0009665877966891633,0.20905400795276743,0.42857142857142855
Language,13,0.004403794037940379,0.0035138526830017867,0.1953243147414952,0.3076923076923077
Linguistics,4,0.0013550135501355014,0.0,0.18076458944539753,1.0
Writing,4,0.0013550135501355014,0.0,0.18076458944539753,1.0
1585/897490,1,0.00033875338753387534,0.0,0.17234812427850932,0.0
Assistenza Sociale Misure Di Contrasto Alla Povertà Reddito Di Inclusione,1,0.00033875338753387534,0.0,0.00045167118337850043,0.0
Reddito Di Cittadinanza Immigrazione Trattato Di Dublino,2,0.0006775067750677507,2.2958548799313816e-07,0.0006775067750677507,0.0
11585/731935,1,0.00033875338753387534,0.0,0.00045167118337850043,0.0
Vaccini Fine,1,0.00033875338753387534,0.0,0.00045167118337850043,0.0
Vita Sentenza Cappato,2,0.0006775067750677507,2.2958548799313816e-07,0.0006775067750677507,0.0
11585/731948,1,0.00033875338753387534,0.0,0.00045167118337850043,0.0
Sistema Sanitario,3,0.001016260162601626,0.0,0.16706594806188302,1.0
Pandemia,8,0.0027100271002710027,0.00324679797119896,0.16715453021886176,0.4642857142857143
Diritto,11,0.0037262872628726286,0.004202515259801886,0.1764807486430901,0.21818181818181817
Pubblica Amministrazione,8,0.0027100271002710027,0.005797275010958346,0.20206395299184268,0.32142857142857145
11585/821917,1,0.00033875338753387534,0.0,0.16135124660553096,0.0
Governo,5,0.0016937669376693768,0.0,0.1383398423138038,1.0
Sanità,5,0.0016937669376693768,0.0,0.1383398423138038,1.0
Vaccini,5,0.0016937669376693768,0.0,0.1383398423138038,1.0
Public Procurement,5,0.0016937669376693768,0.0,0.1383398423138038,1.0
Scienza E Diritti,6,0.002032520325203252,0.0005422809226397923,0.13834996079261552,0.6666666666666666
11585/882926,1,0.00033875338753387534,0.0,0.11796935661448418,0.0
Responsabilità Civile,2,0.0006775067750677507,0.0,0.0007621951219512195,1.0
Responsabilità Penale,2,0.0006775067750677507,0.0,0.0007621951219512195,1.0
Responsabilità Amministrativa,3,0.001016260162601626,4.591709759862763e-07,0.0010162601626016261,0.3333333333333333
11585/731995,1,0.00033875338753387534,0.0,0.0006097560975609756,0.0
11585/695989,1,0.00033875338753387534,0.0,0.14461167155631802,0.0
Falso,3,0.001016260162601626,0.0,0.14464484697993726,1.0
Semiotica,3,0.001016260162601626,0.0,0.14464484697993726,1.0
Verità,4,0.0013550135501355014,0.0005422809226397923,0.144655908837308,0.5
11585/882639,1,0.00033875338753387534,0.0,0.12252368596687652,0.0
Stato,8,0.0027100271002710027,0.002706812903439099,0.1730893726168228,0.42857142857142855
Regioni,4,0.0013550135501355014,0.0,0.14236946138466353,1.0
Spettacolo,4,0.0013550135501355014,0.0,0.14236946138466353,1.0
Competenza,4,0.0013550135501355014,0.0,0.14236946138466353,1.0
Riforme,5,0.0016937669376693768,0.0005422809226397923,0.14238017794178695,0.6
11585/967613,1,0.00033875338753387534,0.0,0.12088711343750491,0.0
Amministrazione Sanitaria,2,0.0006775067750677507,0.0,0.0007621951219512195,1.0
Emergenza Sanitaria,2,0.0006775067750677507,0.0,0.0007621951219512195,1.0
Covid - 19,3,0.001016260162601626,4.591709759862763e-07,0.0010162601626016261,0.3333333333333333
11585/816030,1,0.00033875338753387534,0.0,0.0006097560975609756,0.0
Sharing Economy,6,0.002032520325203252,0.0,0.002411127052446995,1.0
Sharing Cities,6,0.002032520325203252,0.0,0.002411127052446995,1.0
Economia Collaborativa,6,0.002032520325203252,0.0,0.002411127052446995,1.0
Economia Delle Piattaforme,6,0.002032520325203252,0.0,0.002411127052446995,1.0
Peer-To-Peer,6,0.002032520325203252,0.0,0.002411127052446995,1.0
Concorrenza Sleale,7,0.0023712737127371273,2.2958548799313816e-06,0.0025618224932249323,0.7142857142857143
11585/737082,1,0.00033875338753387534,0.0,0.0015765061496768812,0.0
Digital Cultural Heritage,14,0.0047425474254742545,0.005644184197209512,0.19728000249860653,0.2857142857142857
Digital Twins,4,0.0013550135501355014,0.0,0.15833924861515483,1.0
Photogrammetry,4,0.0013550135501355014,0.0,0.15833924861515483,1.0
Preservation Of Temporary Exhibitions,4,0.0013550135501355014,0.0,0.15833924861515483,1.0
Structured Light Scanning,5,0.0016937669376693768,0.0005422809226397923,0.15835250430779738,0.6
11585/942853,1,0.00033875338753387534,0.0,0.1322094543899238,0.0
Social Sequence Analysis,4,0.0013550135501355014,0.0,0.170070190968948,1.0
Creativity,20,0.006775067750677507,0.02936771778259599,0.2141909935405548,0.16842105263157894
Career,4,0.0013550135501355014,0.0,0.170070190968948,1.0
Innovation,18,0.006097560975609756,0.002492486444625905,0.1756286596060018,0.2679738562091503
Electronic Music,5,0.0016937669376693768,0.0005422809226397923,0.17008548367562626,0.6
11585/766545,1,0.00033875338753387534,0.0,0.14028930237755985,0.0
Network,3,0.001016260162601626,0.0,0.17026921090616973,1.0
Legitimacy,16,0.005420054200542005,0.0042792388257926065,0.17350217060691978,0.475
11585/723911,1,0.00033875338753387534,0.0,0.14260559891108562,0.0
Aesthetics,5,0.0016937669376693768,0.0,0.1401749417486764,1.0
Style,5,0.0016937669376693768,0.0,0.1401749417486764,1.0
Beauty,5,0.0016937669376693768,0.0,0.1401749417486764,1.0
Design,5,0.0016937669376693768,0.0,0.1401749417486764,1.0
Organizational Perfomance,6,0.002032520325203252,0.0005422809226397923,0.14018533046443635,0.6666666666666666
11585/851706,1,0.00033875338753387534,0.0,0.11930120870114408,0.0
Anchor-Entrepreneur,4,0.0013550135501355014,0.0,0.0014114724480578141,1.0
Bricolage,4,0.0013550135501355014,0.0,0.0014114724480578141,1.0
Entrepreneurial Genealogy,4,0.0013550135501355014,0.0,0.0014114724480578141,1.0
Imprinting,4,0.0013550135501355014,0.0,0.0014114724480578141,1.0
Industry Emergence,5,0.0016937669376693768,9.183419519725526e-07,0.0016937669376693768,0.6
11585/766547,1,0.00033875338753387534,0.0,0.0009409816320385427,0.0
Outsiders,10,0.0033875338753387536,0.0,0.1430477700942781,1.0
Insiders,13,0.004403794037940379,0.0021663686647032518,0.14309105559850516,0.6153846153846154
Jolts,10,0.0033875338753387536,0.0,0.1430477700942781,1.0
Audiences,28,0.009485094850948509,0.011758068983735614,0.17390095283227355,0.31216931216931215
Agency,10,0.0033875338753387536,0.0,0.1430477700942781,1.0
Novelty Field,10,0.0033875338753387536,0.0,0.1430477700942781,1.0
Historical Study,10,0.0033875338753387536,0.0,0.1430477700942781,1.0
Longitude,10,0.0033875338753387536,0.0,0.1430477700942781,1.0
John Harrison,10,0.0033875338753387536,0.0,0.1430477700942781,1.0
Chronometer,11,0.0037262872628726286,0.0005422809226397923,0.1430585890150234,0.8181818181818182
11585/614520,1,0.00033875338753387534,0.0,0.12137581262555439,0.0
Periphery,4,0.0013550135501355014,0.0,0.0014114724480578141,1.0
Firm Entry,4,0.0013550135501355014,0.0,0.0014114724480578141,1.0
Shocks,4,0.0013550135501355014,0.0,0.0014114724480578141,1.0
Alliance Networks,4,0.0013550135501355014,0.0,0.0014114724480578141,1.0
Airlines,5,0.0016937669376693768,9.183419519725526e-07,0.0016937669376693768,0.6
11585/700562,1,0.00033875338753387534,0.0,0.0009409816320385427,0.0
Peer Evaluation,13,0.004403794037940379,0.00021553485612797458,0.14319938405304258,0.8205128205128205
Jury,11,0.0037262872628726286,0.0,0.1431777052423465,1.0
Direct Ties,11,0.0037262872628726286,0.0,0.1431777052423465,1.0
Reciprocity,11,0.0037262872628726286,0.0,0.1431777052423465,1.0
Cliques/Clans,11,0.0037262872628726286,0.0,0.1431777052423465,1.0
Status,19,0.006436314363143632,0.003189814853079329,0.14327531161616722,0.4444444444444444
Awards,13,0.004403794037940379,0.00021553485612797458,0.14319938405304258,0.8205128205128205
Recognition,21,0.007113821138211382,0.006481481894432604,0.17370930883980526,0.4142857142857143
Tournament Rituals,17,0.005758807588075881,0.0015684821368714588,0.14324276137498218,0.5147058823529411
Cultural Fields,11,0.0037262872628726286,0.0,0.1431777052423465,1.0
Advertising,15,0.00508130081300813,0.0012998671159194844,0.14322106942959337,0.6095238095238096
11585/681850,1,0.00033875338753387534,0.0,0.12149275251825034,0.0
Chanel,5,0.0016937669376693768,0.0,0.15212487244303036,1.0
Fashion,5,0.0016937669376693768,0.0,0.15212487244303036,1.0
Women In Business,5,0.0016937669376693768,0.0,0.15212487244303036,1.0
Outsider,8,0.0027100271002710027,0.0005429696791037717,0.1521738265451842,0.5357142857142857
11585/851701,1,0.00033875338753387534,0.0,0.1278745716574256,0.0
Leadership,4,0.0013550135501355014,0.0,0.15212487244303036,1.0
Change,5,0.0016937669376693768,0.0005422809226397923,0.1521371080154942,0.6
11585/831034,1,0.00033875338753387534,0.0,0.1278486423762514,0.0
Novelty,15,0.00508130081300813,0.004599038264980435,0.18104141117502293,0.37142857142857144
Ideas,9,0.003048780487804878,0.0005936189200575204,0.1730893726168228,0.6666666666666666
Narratives,6,0.002032520325203252,0.0,0.14802947753612766,1.0
Framing,10,0.0033875338753387536,0.00015752092507749274,0.14824991488021314,0.5111111111111111
Innovator,6,0.002032520325203252,0.0,0.14802947753612766,1.0
Audience,7,0.0023712737127371273,0.0005422809226397923,0.14804106315697266,0.7142857142857143
11585/695367,1,0.00033875338753387534,0.0,0.12494356720765172,0.0
Legitimation,5,0.0016937669376693768,0.0,0.17294693827892837,1.0
11585/851699,1,0.00033875338753387534,0.0,0.16899139318829978,0.0
Pitch,4,0.0013550135501355014,0.0,0.16468053839079222,1.0
Evaluation,21,0.007113821138211382,0.019252450061737227,0.19864741272386469,0.15714285714285714
11585/723888,1,0.00033875338753387534,0.0,0.14613107725252159,0.0
Social Evaluation,7,0.0023712737127371273,1.8366839039451053e-06,0.12159428284627406,0.5714285714285714
Interpersonal Relations,4,0.0013550135501355014,0.0,0.12156302467587658,1.0
Peer Group,4,0.0013550135501355014,0.0,0.12156302467587658,1.0
Social Stigma,5,0.0016937669376693768,0.0005422809226397923,0.12157083771171923,0.6
11585/782358,1,0.00033875338753387534,0.0,0.10554771854007251,0.0
Narratives/Storytelling,4,0.0013550135501355014,0.0,0.14297208344343457,1.0
Novel Idea,4,0.0013550135501355014,0.0,0.14297208344343457,1.0
Novices/Experts,5,0.0016937669376693768,0.0005422809226397924,0.14298289091818275,0.6
11585/843015,1,0.00033875338753387534,0.0,0.12132131768049768,0.0
Conventionality,5,0.0016937669376693768,0.0,0.14118986817620657,1.0
Craftsmanship,5,0.0016937669376693768,0.0,0.14118986817620657,1.0
Digital Market,5,0.0016937669376693768,0.0,0.14118986817620657,1.0
Etsy,5,0.0016937669376693768,0.0,0.14118986817620657,1.0
Narrative,5,0.0016937669376693768,0.0,0.14118986817620657,1.0
11585/782356,1,0.00033875338753387534,0.0,0.14114772509190654,0.0
11585/782354,1,0.00033875338753387534,0.0,0.14012302125762202,0.0
11585/782355,1,0.00033875338753387534,0.0,0.16899139318829978,0.0
Social Distance,6,0.002032520325203252,0.0,0.12159428284627406,1.0
Consecration,6,0.002032520325203252,0.0,0.12159428284627406,1.0
11585/640063,1,0.00033875338753387534,0.0,0.12149275251825034,0.0
Rewards,4,0.0013550135501355014,0.0,0.12156302467587658,1.0
Social Ties,4,0.0013550135501355014,0.0,0.12156302467587658,1.0
11585/723869,1,0.00033875338753387534,0.0,0.12150836153122885,0.0
Serverless,9,0.003048780487804878,0.003939254813290133,0.15917871446239498,0.16666666666666666
Scheduling,8,0.0027100271002710027,0.005317797581430102,0.19814798491060545,0.5714285714285714
Topology-Awareness,3,0.001016260162601626,0.0005422809226397923,0.15901813063948209,0.3333333333333333
11585/894726,1,0.00033875338753387534,0.0,0.13267311944705334,0.0
Microservice Architectures,2,0.0006775067750677507,0.0,0.13122801886753432,1.0
Automated Deployment,2,0.0006775067750677507,0.0,0.13122801886753432,1.0
Formal Methods,9,0.003048780487804878,0.0031443144885024096,0.15693359860255865,0.08333333333333333
11585/766734,1,0.00033875338753387534,0.0,0.13121891529355806,0.0
Jolie,8,0.0027100271002710027,0.0022239178583691815,0.17681068087087676,0.32142857142857145
High Level Language,3,0.001016260162601626,0.0,0.16932420230567,1.0
11585/626247,1,0.00033875338753387534,0.0,0.15381968479764493,0.0
Microservices,34,0.011517615176151762,0.025178875141092176,0.1927566150979965,0.0659536541889483
Security,7,0.0023712737127371273,0.0009958207041318669,0.1681650661412375,0.3333333333333333
Systematic,4,0.0013550135501355014,0.0,0.1680903460372025,1.0
Literature,10,0.0033875338753387536,0.004170786651335398,0.18666936385637417,0.4666666666666667
11585/797447,1,0.00033875338753387534,0.0,0.15219831541331183,0.0
Function-Execution Scheduling,2,0.0006775067750677507,0.0,0.13735536010141888,1.0
Optimisation,6,0.002032520325203252,0.0011592682058324739,0.16563228230793692,0.26666666666666666
11585/784516,1,0.00033875338753387534,0.0,0.13724573095027134,0.0
11585/998538,0,0.0,0.0,0.0,0.0
Choreographic Programming,3,0.001016260162601626,0.0016254652549914182,0.16705119349612643,0.3333333333333333
11585/653064,1,0.00033875338753387534,0.0,0.1669627208011863,0.0
Cloud-Of-Things,5,0.0016937669376693768,0.0,0.15823328291422448,1.0
Federated Platforms,7,0.0023712737127371273,0.0007818702273728653,0.16660976516838188,0.5238095238095238
Insider Threat,7,0.0023712737127371273,0.00020787456655043337,0.1599459380988195,0.5238095238095238
Internet-Of-Things,5,0.0016937669376693768,0.0,0.15823328291422448,1.0
Mobility-As-A-Service,6,0.002032520325203252,0.00023958930473307364,0.16659509106540774,0.7333333333333333
Law,17,0.005758807588075881,0.0078138228632768,0.19328843899005105,0.22794117647058823
11585/621026,1,0.00033875338753387534,0.0,0.1557063437567204,0.0
Service Function Chain,3,0.001016260162601626,0.0,0.16545842057003496,1.0
Constraint Programming,28,0.009485094850948509,0.01043082724721322,0.2082484491860222,0.23544973544973544
Sdn,4,0.0013550135501355014,0.0005422809226397923,0.16547289510599594,0.5
11585/666039,1,0.00033875338753387534,0.0,0.1371362766589313,0.0
Function Scheduling,3,0.001016260162601626,0.0,0.1328128538096222,1.0
Declarative Languages,3,0.001016260162601626,0.0,0.1328128538096222,1.0
Tutorial,4,0.0013550135501355014,0.0005422809226397923,0.13282217990005193,0.5
11585/951134,1,0.00033875338753387534,0.0,0.11392643883374327,0.0
Ransomware,9,0.003048780487804878,0.0,0.0030795762503079576,1.0
Detection,9,0.003048780487804878,0.0,0.0030795762503079576,1.0
Mitigation,9,0.003048780487804878,0.0,0.0030795762503079576,1.0
Restoration,9,0.003048780487804878,0.0,0.0030795762503079576,1.0
Honeypot,9,0.003048780487804878,0.0,0.0030795762503079576,1.0
Moving-Target,9,0.003048780487804878,0.0,0.0030795762503079576,1.0
Defence,9,0.003048780487804878,0.0,0.0030795762503079576,1.0
Resource,9,0.003048780487804878,0.0,0.0030795762503079576,1.0
Contention,9,0.003048780487804878,0.0,0.0030795762503079576,1.0
