Node,Degree,Degree Centrality,Betweenness Centrality,Closeness Centrality,Eigenvector Centrality,Clustering Coefficient
Patterns Annotation,6,0.0014340344168260037,0.0008011805957739353,0.19222752158241177,0.00022372735296844438,0.4
https://ceur-ws.org/Vol-3011/},1,0.0002390057361376673,0.0,0.15637531971689758,7.549883541960152e-06,0.0
Factitious Disorders,3,0.0007170172084130018,0.0,0.0007648183556405354,8.280607823987656e-44,1.0
Munchausen'S Syndrome,3,0.0007170172084130018,0.0,0.0007648183556405354,8.280607823987656e-44,1.0
Munchausen'S Syndrome By Proxy,3,0.0007170172084130018,0.0,0.0007648183556405354,8.280607823987656e-44,1.0
Self-Inflicted Disease,4,0.0009560229445506692,3.428243884355735e-07,0.0009560229445506692,8.993818212542223e-44,0.5
10.1002/lary.22373},1,0.0002390057361376673,0.0,0.0005462988254575252,2.914270505951565e-44,0.0
Ontology Development,5,0.0011950286806883365,0.00040728957313767835,0.21599994562702923,0.0011122880342459812,0.4
Photo Archives,6,0.0014340344168260037,6.504403664286756e-05,0.23078772552706608,0.0023631412521777995,0.6
10.1007/978-3-319-58694-6_34},1,0.0002390057361376673,0.0,0.19569557686160982,0.00020860778456980233,0.0
Music Structure Analysis,3,0.0007170172084130018,0.0,0.17741223127758107,3.620564131510164e-05,1.0
Structural Segmentation,3,0.0007170172084130018,0.0,0.17741223127758107,3.620564131510164e-05,1.0
Deep Learning,40,0.009560229445506692,0.01746621888859722,0.22497652380516156,0.0010019152107238088,0.07948717948717948
Chord Embeddings,4,0.0009560229445506692,0.0004006474352850402,0.17742293940356355,3.6245510166641574e-05,0.5
https://ceur-ws.org/Vol-3278/},1,0.0002390057361376673,0.0,0.14643535219877657,1.221941119370621e-06,0.0
Applications,10,0.002390057361376673,0.003658497727839479,0.22516608655980397,0.00154262033137274,0.37777777777777777
Proceedings of the 5th Workshop on Semantic Web Applications and Perspectives (SWAP2008)},1,0.0002390057361376673,0.0,0.17749793249430837,5.204335413887398e-05,0.0
Providing tool support for unit testing in eXtreme Design},1,0.0002390057361376673,0.0,0.15760780977096353,1.3611126489642849e-05,0.0
Music Information Retrieval,16,0.0038240917782026767,0.000765914416211677,0.23740455984802464,0.004652481472179793,0.575
Computational Musicology,18,0.004302103250478011,0.0015668664623932878,0.23744291276560914,0.004662756418573422,0.45098039215686275
https://archives.ismir.net/ismir2021/latebreaking/000020.pdf,1,0.0002390057361376673,0.0,0.1850398627746595,0.00015723724529819233,0.0
Role Oriented Knowledge Graphs,4,0.0009560229445506692,0.0,0.184865307844679,9.899277176344811e-05,1.0
Semantic Role Labeling,6,0.0014340344168260037,0.0008011805957739353,0.18488856280509725,9.921163100160989e-05,0.4
10.1007/s13748-021-00241-7},1,0.0002390057361376673,0.0,0.15148380623747698,3.3490372678348698e-06,0.0
Legal Knowledge,1,0.0002390057361376673,0.0,0.0002390057361376673,1.026001832193763e-58,0.0
10.1007/978-94-007-0120-5_12},1,0.0002390057361376673,0.0,0.0002390057361376673,1.026001832193763e-58,0.0
10.1145/2506182.2506189},1,0.0002390057361376673,0.0,0.18349208864158806,0.00014025810991279475,0.0
Computational Creativity,2,0.0004780114722753346,0.0,0.18656659431570455,0.00012528066947133833,1.0
Music Technology,3,0.0007170172084130018,0.00040064743528504023,0.1865784360544742,0.00012541889502478554,0.3333333333333333
10.1145/3543507.3587428},1,0.0002390057361376673,0.0,0.15261633664078922,4.232110625248379e-06,0.0
Resource,12,0.0028680688336520073,0.005588266081092138,0.2049319060260904,0.0006682129019503226,0.5909090909090909
Web Architecture,4,0.0009560229445506692,0.00040064743528504023,0.2047463439463844,0.0006598443821037703,0.5
10.3233/AO-2011-0095},1,0.0002390057361376673,0.0,0.1645604467356122,2.226970855289258e-05,0.0
https://ceur-ws.org/Vol-3352/},1,0.0002390057361376673,0.0,0.2182613053191447,0.0009840616117346484,0.0
Ontology Design Pattern,9,0.0021510516252390057,1.61841086223112e-05,0.2182613053191447,0.0023460331035386472,0.9722222222222222
The Music Meta Ontology: A Flexible Semantic Model for the Interoperability of Music Metadata},1,0.0002390057361376673,0.0,0.1850398627746595,0.00015723724529819233,0.0
Competency Questions,6,0.0014340344168260037,0.000817364704396247,0.2117216407402939,0.0014210939653538054,0.3333333333333333
10.1007/978-3-031-47243-5_17},1,0.0002390057361376673,0.0,0.1690364151833376,4.791783237343492e-05,0.0
Cognitive Science,10,0.002390057361376673,0.0016364986224186597,0.2203390495493772,0.0011949924840975175,0.5333333333333333
10.3233/SW-2010-0020},1,0.0002390057361376673,0.0,0.2182613053191447,0.0009840616117346484,0.0
Wikidata,9,0.0021510516252390057,0.0008257783161299534,0.20463231883315286,0.0005670438492258814,0.3055555555555556
https://ceur-ws.org/Vol-3262/paper2.pdf},1,0.0002390057361376673,0.0,0.15924715640274342,1.2445270780183219e-05,0.0
978354021179},1,0.0002390057361376673,0.0,0.2182613053191447,0.0009840616117346484,0.0
Interaction Patterns,4,0.0009560229445506692,0.0,0.22037208636616246,0.001007358187471228,1.0
Content Management Systems,4,0.0009560229445506692,0.0,0.22037208636616246,0.001007358187471228,1.0
Interactive Systems,4,0.0009560229445506692,0.0,0.22037208636616246,0.001007358187471228,1.0
User-sensitive Explanations under a Knowledge Pattern Lens},1,0.0002390057361376673,0.0,0.20883370702175624,0.0005418617503450664,0.0
Wiki,5,0.0011950286806883365,0.0004826857649916619,0.22702681958898988,0.0019381254108227577,0.4
10.1007/11762256_48},1,0.0002390057361376673,0.0,0.20376703591004028,0.0007749561255443603,0.0
Fotografia Antica,6,0.0014340344168260037,0.0006007997407333426,0.15567965575883067,1.1339399236725494e-05,0.4666666666666667
Bernard Berenson,4,0.0009560229445506692,0.0,0.1556631677630926,1.1301861918716743e-05,1.0
Adolfo Venturi,4,0.0009560229445506692,0.0,0.1556631677630926,1.1301861918716743e-05,1.0
Roberto Longhi,4,0.0009560229445506692,0.0,0.1556631677630926,1.1301861918716743e-05,1.0
Federico Zeri,10,0.002390057361376673,0.00479737021697127,0.19109037639200682,0.0003009625190931317,0.17777777777777778
978-88-940471-0-3,2,0.0004780114722753346,0.00020003803065215712,0.1556466832594642,1.0180698347291906e-05,0.0
Ckd,5,0.0011950286806883365,0.0,0.18359523203036918,9.235120585679405e-05,1.0
Mortality,5,0.0011950286806883365,0.0,0.18359523203036918,9.235120585679405e-05,1.0
Incidence,5,0.0011950286806883365,0.0,0.18359523203036918,9.235120585679405e-05,1.0
Ausl Romagna,5,0.0011950286806883365,0.0,0.18359523203036918,9.235120585679405e-05,1.0
Pirp,6,0.0014340344168260037,0.0004006474352850402,0.18360669956516185,9.245281626800351e-05,0.6666666666666666
10.1371/journal.pone.0254525,1,0.0002390057361376673,0.0,0.15062222074391476,3.1156328410942293e-06,0.0
Raffaello,5,0.0011950286806883365,1.1427479614519117e-06,0.0019518801784576165,3.209046032302569e-32,0.7
Museologia,6,0.0014340344168260037,2.6283203113393968e-06,0.0020367445340427302,3.281574327339668e-32,0.4666666666666667
Fruizione Pubblica,3,0.0007170172084130018,1.485572349887485e-06,0.0014195492206964483,1.066676034916904e-32,0.3333333333333333
978-88-6923-887-1,1,0.0002390057361376673,0.0,0.0010183722670213651,1.7080397648471246e-33,0.0
Digital Libraries And Archives,6,0.0014340344168260037,0.0002535577476288341,0.19502045114033312,0.00034185460615714726,0.4666666666666667
Applied Computing,4,0.0009560229445506692,0.0,0.18272787095407725,0.00020917429693764498,1.0
Fine Arts,4,0.0009560229445506692,0.0,0.18272787095407725,0.00020917429693764498,1.0
Document Metadata,5,0.0011950286806883365,0.0004006474352850402,0.18273923038904893,0.00020940568319783337,0.6
10.1145/3051487,1,0.0002390057361376673,0.0,0.15003793691497758,7.0747623918984166e-06,0.0
Artchives,4,0.0009560229445506692,0.0,0.20778562663732528,0.0008336816532075898,1.0
Archival Artistic Data,4,0.0009560229445506692,0.0,0.20778562663732528,0.0008336816532075898,1.0
Deterministic Rules,5,0.0011950286806883365,0.00040064743528504023,0.20780031528617565,0.000834597722131876,0.6
10.1093/llc/fqac036,1,0.0002390057361376673,0.0,0.1665274903715296,2.8108446743221273e-05,0.0
Riproduzione Fotografica Di Opere D'Arte,2,0.0004780114722753346,0.0,0.13131167962290008,4.0792897847015567e-07,1.0
Fototeca Zeri,3,0.0007170172084130018,1.7141219421778674e-07,0.13131754567961765,7.404455827687455e-07,0.3333333333333333
Archivio Fotografico Zeri,5,0.0011950286806883365,0.0,0.10897287340271514,1.1491736944225078e-08,1.0
Cucine,5,0.0011950286806883365,0.0,0.10897287340271514,1.1491736944225078e-08,1.0
Utensili,5,0.0011950286806883365,0.0,0.10897287340271514,1.1491736944225078e-08,1.0
Arte,9,0.0021510516252390057,0.003198780093696191,0.12521482620711538,2.956211299525155e-07,0.4444444444444444
Medioevo,5,0.0011950286806883365,0.0,0.10897287340271514,1.1491736944225076e-08,1.0
Età Moderna,6,0.0014340344168260037,0.0012012566570782494,0.1089849940693401,1.1504350613758466e-08,0.6666666666666666
978-88-940471-2-7,2,0.0004780114722753346,0.00080106632097779,0.09646069633255369,3.874910211535414e-10,0.0
Natura Morta,3,0.0007170172084130018,0.0002003808550405927,0.15565492507483406,1.0534641978053658e-05,0.3333333333333333
Pittura Barocca,2,0.0004780114722753346,5.713739807259558e-08,0.1312940845968217,6.994165939396325e-07,0.0
9788894047127,2,0.0004780114722753346,0.0002001523054483023,0.15563844231684446,1.0179310588552473e-05,0.0
Iconografia Musicale,1,0.0002390057361376673,0.0,0.07842128001382566,4.392555779679489e-13,0.0
Musica Notata,2,0.0004780114722753346,0.0004006474352850402,0.0865131337935794,1.3052925111356952e-11,0.0
Storia Dell'Arte,10,0.002390057361376673,5.599465011114367e-06,0.0024655328569990944,9.568705134697422e-32,0.4666666666666667
Restauro,4,0.0009560229445506692,0.0,0.0018017355493454921,3.061817384855059e-32,1.0
Storia Della Critica D'Arte,4,0.0009560229445506692,0.0,0.0018017355493454921,3.061817384855059e-32,1.0
https://buponline.com/prodotto/raffaello/,1,0.0002390057361376673,0.0,0.0013012534523050776,5.254697066044443e-33,0.0
Cibo,4,0.0009560229445506692,0.0,0.0009958572339069471,2.171767319653374e-39,1.0
Campi,4,0.0009560229445506692,0.0,0.0009958572339069471,2.171767319653374e-39,1.0
Significato Nascosto,4,0.0009560229445506692,0.0,0.0009958572339069471,2.171767319653374e-39,1.0
Pittura Di Genere,4,0.0009560229445506692,0.0,0.0009958572339069471,2.171767319653374e-39,1.0
Fugger,5,0.0011950286806883365,4.5709918458076463e-07,0.0011950286806883365,2.2833402189168134e-39,0.6
9788873959465,1,0.0002390057361376673,0.0,0.0006639048226046314,5.6359646941458715e-40,0.0
Raffigurazione Del Cibo,3,0.0007170172084130018,0.0004006474352850402,0.15565492507483406,1.0523395792990923e-05,0.3333333333333333
"recensione a 'La natura morta di Federico Zeri', a cura di Andrea Bacchi, Francesca Mambelli, Elisabetta Sambo, Bologna-Ferrara 2015 (Fobdazione Zeri), pp. 336, con 300 illustrazioni",1,0.0002390057361376673,0.0,0.131282357198796,3.553313895011844e-07,0.0
Arts,3,0.0007170172084130018,0.0,0.21684444231618777,0.001574169918901032,1.0
Photography,5,0.0011950286806883365,0.0012304084691931692,0.22005863602621958,0.001813192638904866,0.5
http://rivista.ibc.regione.emilia-romagna.it/xw-201701/xw-201701-a0011,1,0.0002390057361376673,0.0,0.20376703591004028,0.0007749561255443603,0.0
Scholarly Editions,24,0.005736137667304015,0.014983176377351639,0.2261709055965408,0.04028231714030574,0.2391304347826087
Italian Philology,93,0.02222753346080306,0.015343605111036206,0.2139405574991442,0.22044898319170653,0.14820009350163627
Authorial Philology,161,0.038479923518164434,0.0433199712956566,0.22396520076481835,0.2612387668466065,0.0702639751552795
Carlo Emilio Gadda,79,0.018881453154875716,0.012605245706695835,0.19299739085012416,0.07839409713638683,0.09899383317104836
Alessandro Manzoni,80,0.019120458891013385,0.012108713280106605,0.21376941749969028,0.2121519310132296,0.19462025316455697
Ferdinando Pessoa,8,0.0019120458891013384,0.0,0.1893669561320776,0.030396041316108416,1.0
Friedrich Nietzsche,8,0.0019120458891013384,0.0,0.1893669561320776,0.030396041316108416,1.0
Jane Austen,8,0.0019120458891013384,0.0,0.1893669561320776,0.030396041316108416,1.0
Marcel Proust,9,0.0021510516252390057,4.25525831135676e-05,0.1893913575180878,0.030715721523325887,0.8055555555555556
http://www.editricesapienza.it/node/7479,3,0.0007170172084130018,0.00040064743528504023,0.17678273153946603,0.009827489857699618,0.3333333333333333
Edizioni Digitali,33,0.00788718929254302,0.020473527563524316,0.24009991505662345,0.03450174013890728,0.16856060606060605
Manzoni,53,0.012667304015296367,0.0100477692772036,0.20321764673613832,0.029673160959811165,0.11465892597968069
http://semicerchio.bytenet.it/numero.asp?n=846,1,0.0002390057361376673,0.0,0.1781217511990693,0.0013545039701889014,0.0
Scholar Editions,1,0.0002390057361376673,0.0,0.1658790847039242,2.9731480800230318e-05,0.0
Digital Archive,8,0.0019120458891013384,0.0012015994814666851,0.20679164685460716,0.0008827059926770854,0.35714285714285715
10.13133/9788893770033,1,0.0002390057361376673,0.0,0.1658790847039242,2.9731480800230318e-05,0.0
Italo Calvino,5,0.0011950286806883365,0.00017291555631648514,0.21971322670141571,0.0012535611034960555,0.6
Combinatorial Literature,3,0.0007170172084130018,0.0,0.19091662402014944,0.0002612602676779436,1.0
Semantic Narratives Visualisation,4,0.0009560229445506692,0.0004006474352850401,0.1909290244244116,0.00026154848394408295,0.5
10.6092/issn.2532-8816/19013,1,0.0002390057361376673,0.0,0.15551493281336584,8.82507560118423e-06,0.0
Rdf Data For Humanities,3,0.0007170172084130018,0.0,0.1909538300661453,0.0003812921517606353,1.0
Rdf Data Quality,3,0.0007170172084130018,0.0,0.1909538300661453,0.0003812921517606353,1.0
Literature,13,0.0031070745697896747,0.0026931162764145993,0.20778562663732528,0.0010298961251157558,0.3076923076923077
Art History,17,0.004063097514340344,0.0024238853498409155,0.24070940550591557,0.009919497391114404,0.3088235294117647
10.6092/unibo/amsacta/7927,1,0.0002390057361376673,0.0,0.1870176396512432,0.0003338086195298226,0.0
Narratology,3,0.0007170172084130018,0.0,0.21966397100868634,0.0012364968038114077,1.0
http://www.aiucd.it/wp-content/uploads/2023/06/2023_aiucd_la_memoria_digitale_v1.pdf,1,0.0002390057361376673,0.0,0.19087943247001563,0.00021016363696902196,0.0
Amr,3,0.0007170172084130018,0.0,0.1891354561857059,0.00017557467809496701,1.0
Formal Translation,5,0.0011950286806883365,0.0008011805957739353,0.18915979794325874,0.00017596231674379373,0.3
10.1007/978-3-319-70407-4_9},1,0.0002390057361376673,0.0,0.15433913997890586,5.936042519172014e-06,0.0
Frame Embeddings,2,0.0004780114722753346,0.0,0.15700172301651663,9.204924696264389e-06,1.0
10.1016/j.knosys.2017.08.014},1,0.0002390057361376673,0.0,0.1569514261326414,8.892207601940781e-06,0.0
Co-Reference Resolution,3,0.0007170172084130018,0.0,0.1909290244244116,0.00022539116994571123,1.0
Embeddings,3,0.0007170172084130018,0.0,0.1909290244244116,0.00022539116994571123,1.0
Similarity Detection,5,0.0011950286806883365,0.0008011805957739353,0.1909538300661453,0.0002258890548380693,0.3
Frame Embeddings for Event-Based Knowledge Reconciliation},1,0.0002390057361376673,0.0,0.15553138942001274,7.622177536584809e-06,0.0
Generative Adversarial Networks,3,0.0007170172084130018,0.0,0.17747649942874125,3.621030139532616e-05,1.0
Data Augmentation,6,0.0014340344168260037,0.0024004563678258857,0.17754081415946374,3.6339054718481555e-05,0.4
Synthetic Data,4,0.0009560229445506692,0.0004006474352850402,0.17748721531446932,3.6250175397394864e-05,0.5
10.3390/ai5020035},1,0.0002390057361376673,0.0,0.14647913394649395,1.2220986706546791e-06,0.0
10.1007/978-3-030-00072-1},1,0.0002390057361376673,0.0,0.2182613053191447,0.0009840616117346484,0.0
Data Mining,47,0.011233269598470362,0.008416684645878797,0.2509855925579099,0.007504492881875435,0.242368177613321
Fuzzy Sets,5,0.0011950286806883365,1.61841086223112e-05,0.21448692156426422,0.0013586816843527132,0.9
Lexical Database,5,0.0011950286806883365,1.61841086223112e-05,0.21448692156426422,0.0013586816843527132,0.9
Membership Degrees,7,0.001673040152963671,0.000817364704396247,0.21451822666848433,0.001361678397455783,0.42857142857142855
10.3233/978-1-61499-696-5-297},1,0.0002390057361376673,0.0,0.17081429833449016,4.591413266344027e-05,0.0
Change Tracking,19,0.004541108986615678,0.0022882179352720954,0.2161587807955174,0.0020985601960951776,0.30994152046783624
Semantic Data,7,0.001673040152963671,0.0,0.1984970801565427,0.0009225326322099804,1.0
Provenance Information,7,0.001673040152963671,0.0,0.1984970801565427,0.0009225326322099804,1.0
Opencitations Corpus,28,0.006692160611854684,0.0006186193330212254,0.20936917806540178,0.0020371661324864506,0.335978835978836
http://ceur-ws.org/Vol-1799/Drift-a-LOD2016_paper_4.pdf,1,0.0002390057361376673,0.0,0.1874350098857515,0.00023693443776004203,0.0
Odp,6,0.0014340344168260037,0.0,0.19563045787556507,0.0006681635939462025,1.0
Publishing Process,6,0.0014340344168260037,0.0,0.19563045787556507,0.0006681635939462025,1.0
Pwo,6,0.0014340344168260037,0.0,0.19563045787556507,0.0006681635939462025,1.0
Workflow Description,7,0.001673040152963671,8.430858238222825e-06,0.1959303645962968,0.0007025166589599643,0.7142857142857143
http://ceur-ws.org/,8,0.0019120458891013384,0.00024553090113341316,0.21078038577644062,0.0010532127293289592,0.03571428571428571
Citation Data Curation,4,0.0009560229445506692,0.0,0.19740401988034656,0.0005576023229362443,1.0
10.3233/978-1-61499-894-5-83,1,0.0002390057361376673,0.0,0.1934546403447345,0.00025365830807684033,0.0
http://ceur-ws.org/Vol-2184/paper-01.pdf,1,0.0002390057361376673,0.0,0.1934546403447345,0.00025365830807684033,0.0
Lode,13,0.0031070745697896747,0.0004500354043010972,0.2244611530267441,0.0025668349708992707,0.6410256410256411
Ontology Documentation,6,0.0014340344168260037,0.0012066132648124212,0.22030602263645663,0.0013390088799332075,0.2
10.1007/978-3-642-33876-2_37,1,0.0002390057361376673,0.0,0.2182613053191447,0.0009840616117346484,0.0
Ditto,4,0.0009560229445506692,0.0,0.18651924238821324,0.00031264391134012834,1.0
Graffoo,14,0.003346080305927342,0.0004173312475354959,0.22314911258166253,0.0025058197930828393,0.5714285714285714
Graphical Notation,4,0.0009560229445506692,0.0,0.18651924238821324,0.0003126439113401284,1.0
Yed,5,0.0011950286806883365,0.0004006474352850402,0.18653107811652014,0.00031298914940046466,0.6
10.1007/978-3-319-11955-7_42,1,0.0002390057361376673,0.0,0.1525846488470408,1.0565613519662211e-05,0.0
Change-Tracking,15,0.0035850860420650094,0.0007384969098513971,0.21195062802208095,0.0012567847961630204,0.38095238095238093
Provenance,27,0.006453154875717017,0.002247145908670619,0.22297984222394304,0.0034374052332697266,0.25925925925925924
Scholarly Citations,6,0.0014340344168260037,0.0004006474352850402,0.19590424925279848,0.0004369287276200471,0.6666666666666666
10.1162/qss_a_00292,1,0.0002390057361376673,0.0,0.15879980876442334,1.4750980370681903e-05,0.0
10.1007/978-3-642-33876-2_35,1,0.0002390057361376673,0.0,0.17705958679907488,8.659758839661492e-05,0.0
10.1109/CSEET.2013.6595250},1,0.0002390057361376673,0.0,0.1968619916982481,0.00016851714120224103,0.0
Ipr,2,0.0004780114722753346,0.0,0.0005377629063097514,4.158629017964212e-49,1.0
Software Cloning,2,0.0004780114722753346,0.0,0.0005377629063097514,4.158629017964212e-49,1.0
Copyright,3,0.0007170172084130018,2.2854959229038232e-07,0.0007170172084130019,4.865955616810818e-49,0.3333333333333333
10.1145/2889160.2889220},1,0.0002390057361376673,0.0,0.00043021032504780116,2.242286492634778e-49,0.0
Continual Learning,3,0.0007170172084130018,0.00040064743528504023,0.21058408625533642,0.0006481435397574483,0.3333333333333333
10.1007/978-3-319-70578-1_11},1,0.0002390057361376673,0.0,0.16831052161684745,2.183677098475404e-05,0.0
Delphi Study,6,0.0014340344168260037,0.0,0.18217298339354493,0.00021417134978900476,1.0
Information Systems Quality,6,0.0014340344168260037,0.0,0.18217298339354493,0.00021417134978900476,1.0
Mixed Methods,6,0.0014340344168260037,0.0,0.18217298339354493,0.00021417134978900476,1.0
10.1145/3230713},1,0.0002390057361376673,0.0,0.16439479112120356,3.102102936737782e-05,0.0
Sensors,1,0.0002390057361376673,0.0,0.0002390057361376673,1.026001832193763e-58,0.0
10.1109/RTSI.2016.7740558},1,0.0002390057361376673,0.0,0.0002390057361376673,1.026001832193763e-58,0.0
10.18293/SEKE2016-199},1,0.0002390057361376673,0.0,0.1968619916982481,0.00016851714120224103,0.0
Computer Games,4,0.0009560229445506692,3.045563351805798e-05,0.21520925836724802,0.0007581538959593873,0.6666666666666666
Kriegspiel,10,0.002390057361376673,0.0006072750346793805,0.2091010997324115,0.0006817584610080049,0.4444444444444444
A Program to Play Kriegspiel},1,0.0002390057361376673,0.0,0.16736183443624691,2.2972789153887738e-05,0.0
Antifragility,4,0.0009560229445506692,0.0,0.20561998181576951,0.000716733690852002,1.0
Complex Systems,21,0.005019120458891013,0.002476774297145285,0.2463579668151392,0.0033839010829151803,0.3904761904761905
10.1016/j.procs.2016.04.196},1,0.0002390057361376673,0.0,0.1968619916982481,0.00016851714120224103,0.0
Systemic Thinking,2,0.0004780114722753346,0.0,0.19688836303002283,0.00017440624878924238,1.0
External Factors,3,0.0007170172084130018,0.0004006474352850401,0.19690155134558515,0.00017459850157987124,0.3333333333333333
10.5220/0011963300003464},1,0.0002390057361376673,0.0,0.15945447572759647,5.889107587001342e-06,0.0
Software Product Lines,4,0.0009560229445506692,0.0,0.19720537099411248,0.00023179855706421837,1.0
Education,17,0.004063097514340344,0.005640434956467713,0.19789573583130746,0.00026083096240079706,0.1323529411764706
Role-Playing,4,0.0009560229445506692,0.0,0.19720537099411248,0.00023179855706421837,1.0
10.1109/CSEET.2012.39},1,0.0002390057361376673,0.0,0.17384489088877172,4.666314006002722e-05,0.0
Agile,25,0.0059751434034416824,0.005955200297146854,0.20932445061868837,0.0006380380459701342,0.28
Computational Thinking,19,0.004541108986615678,0.005338398740490466,0.2073605572826073,0.0004802746043885554,0.38011695906432746
10.1007/978-3-030-57663-9_18},1,0.0002390057361376673,0.0,0.16624495306177134,1.6214110668701018e-05,0.0
Case,2,0.0004780114722753346,0.0,0.19725830492807953,0.0001900585775620124,1.0
"A-CASE ``Agile"" Computer Aided Software Engineering environment}",1,0.0002390057361376673,0.0,0.16750488689032086,2.1541436359771378e-05,0.0
Agent Oriented Software Engineering},1,0.0002390057361376673,0.0,0.1968619916982481,0.00016851714120224103,0.0
Control And Systems Engineering,16,0.0038240917782026767,0.0011924301578024763,0.23690709703725346,0.0030503739225115106,0.4666666666666667
10.1007/978-3-319-64161-4_8},1,0.0002390057361376673,0.0,0.18471429307768258,0.00010291123278849667,0.0
Software Development,17,0.004063097514340344,0.002455781800412559,0.2095482791586998,0.0004534575602955561,0.19117647058823528
Music Production,5,0.0011950286806883365,0.0,0.18313770232622523,0.00011340089868887174,1.0
Agile Methodologies,7,0.001673040152963671,0.0012012566570782494,0.18317193793857434,0.00011366047150822089,0.5238095238095238
Empirical Investigation,5,0.0011950286806883365,0.0,0.18313770232622523,0.00011340089868887174,1.0
Agile Methods,15,0.0035850860420650094,0.0039622759501652255,0.19669075008619877,0.00019550006390284385,0.24761904761904763
10.3389/fcomp.2023.1181041},1,0.0002390057361376673,0.0,0.1593162029179037,6.594122656241993e-06,0.0
Game Theory,8,0.0019120458891013384,0.00019789864513616978,0.2090713556214965,0.0006562913593353981,0.6785714285714286
Partial Information Game,4,0.0009560229445506692,0.0,0.20898217403940286,0.0006091605451921236,1.0
Wargame,12,0.0028680688336520073,0.0017998027374994583,0.20913085230778605,0.0006591885644049498,0.2878787878787879
Algorithmic explorations of a well known wargame},1,0.0002390057361376673,0.0,0.16738089397780667,2.221185367168631e-05,0.0
Energy Engineering And Power Technology,5,0.0011950286806883365,0.0,0.1924666575026675,0.0004630412679903916,1.0
Biomedical Engineering,5,0.0011950286806883365,0.0,0.1924666575026675,0.0004630412679903916,1.0
Instrumentation,14,0.003346080305927342,0.003432311884046584,0.19304808958023517,0.0004721595760227967,0.5054945054945055
Human Factors And Ergonomics,6,0.0014340344168260037,0.0004006474352850402,0.1924792600863175,0.0004635530667076183,0.6666666666666666
10.1109/RTSI.2016.7740548},1,0.0002390057361376673,0.0,0.1565418713408372,1.565518484863437e-05,0.0
Business Modeling,4,0.0009560229445506692,3.541965692447147e-05,0.16595400327659013,2.141821378428348e-05,0.5
Requirements Engineering,8,0.0019120458891013384,0.0011819482592826025,0.2067334735240341,0.00043809653207474544,0.17857142857142858
10.1504/IJBIDM.2008.022137},1,0.0002390057361376673,0.0,0.16584165077789792,1.4787886010228143e-05,0.0
Agile Development,2,0.0004780114722753346,0.0,0.1969147414280708,0.00017690450800446673,1.0
Scrum,11,0.0026290630975143404,0.0012065805021643763,0.19765621705474992,0.000248569622909266,0.2909090909090909
10.1007/978-3-030-47240-5_15},1,0.0002390057361376673,0.0,0.15994902927621293,8.387366802225676e-06,0.0
Activities Classification,4,0.0009560229445506692,0.0,0.18732750828691314,0.00013380987594395504,1.0
Datasets,9,0.0021510516252390057,0.0002907835407548624,0.21029784375720711,0.0007919632051393243,0.4722222222222222
Power Consumption,13,0.0031070745697896747,0.0013202951544803029,0.2088930685075498,0.0007596668246075996,0.3333333333333333
10.3390/electronics9101678},1,0.0002390057361376673,0.0,0.16764818410164486,1.5293709579915297e-05,0.0
Mpirical Software Engineering,2,0.0004780114722753346,0.0,0.18517974423826639,8.64930785362896e-05,1.0
10.1109/ICS51289.2020.00103},1,0.0002390057361376673,0.0,0.1835379158365535,7.98989558800476e-05,0.0
Concurrency,5,0.0011950286806883365,0.0,0.21580965127657592,0.0008692863849134075,1.0
Defects,5,0.0011950286806883365,0.0,0.21580965127657592,0.0008692863849134075,1.0
Open Source,5,0.0011950286806883365,0.0,0.21580965127657592,0.0008692863849134075,1.0
Prediction Model,5,0.0011950286806883365,0.0,0.21580965127657592,0.0008692863849134075,1.0
10.1109/IJCNN.2017.7965923},1,0.0002390057361376673,0.0,0.20883370702175624,0.0005418617503450664,0.0
10.1145/2889160.2892652},1,0.0002390057361376673,0.0,0.15994902927621293,8.387366802225676e-06,0.0
Agenti Sofware,2,0.0004780114722753346,0.0,0.19690155134558515,0.000174412983393816,1.0
Software Agents,4,0.0009560229445506692,0.0008011805957739351,0.19692793327783484,0.00017479792927342123,0.16666666666666666
Autonomous agents and multi agent systems journal},1,0.0002390057361376673,0.0,0.15947177670689747,5.895842191574948e-06,0.0
10.1109/BigDataService.2016.37},1,0.0002390057361376673,0.0,0.1968619916982481,0.00016851714120224103,0.0
Change Detection,16,0.0038240917782026767,0.001764237139520206,0.20787378969225945,0.0008562783125000963,0.30833333333333335
Diff Algorithms,12,0.0028680688336520073,0.00032610112571762725,0.20388009849065342,0.00045262346624445085,0.5454545454545454
Edit Operations,6,0.0014340344168260037,0.0,0.1991560474280651,0.0003532997681874136,1.0
High-Level Changes,6,0.0014340344168260037,0.0,0.1991560474280651,0.0003532997681874136,1.0
Xml Diff,11,0.0026290630975143404,0.00011495288875307456,0.20386595880700747,0.000451703924585146,0.6363636363636364
10.1002/spe.2305},1,0.0002390057361376673,0.0,0.19698071835678085,0.0002394919497235037,0.0
Crisis Management,3,0.0007170172084130018,0.0,0.19695432228061915,0.00018076444408371637,1.0
Model Driven,3,0.0007170172084130018,0.0,0.19695432228061915,0.00018076444408371637,1.0
Civil Protection,8,0.0019120458891013384,0.0016807566912742356,0.1970203257398285,0.0001823301817125765,0.21428571428571427
10.1504/IJEM.2009.031569},1,0.0002390057361376673,0.0,0.15953235971118207,6.1500988059221245e-06,0.0
